CLIENTNUM,Attrition_Flag,churn_probability,predicted_churn,risk_level,cluster,segment_name,PC1,PC2,Customer_Age,Gender,Total_Trans_Amt,Total_Trans_Ct,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio
717132633,Existing Customer,0.0391,0,Low,0,Accelerating Growth Customers,0.048,0.732,62,M,3066,61,2,2,7348.0,1466,0.2
714967233,Attrited Customer,0.6881,1,High,2,Disengaged & Underutilized (At-Risk),-0.615,-1.327,52,M,2109,47,2,3,11188.0,0,0.0
767587833,Existing Customer,0.1644,0,Low,1,High-Utilization Credit Revolvers,-0.306,0.235,44,M,4599,75,1,5,3650.0,2512,0.688
714954033,Existing Customer,0.179,0,Low,2,Disengaged & Underutilized (At-Risk),-0.95,0.003,29,F,2675,57,2,3,5076.0,1223,0.241
716154258,Existing Customer,0.7508,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.19,-1.921,48,M,2023,37,2,2,32658.0,1482,0.045
755399433,Existing Customer,0.0375,0,Low,2,Disengaged & Underutilized (At-Risk),0.319,-1.594,43,M,4549,68,1,2,28634.0,926,0.032
709876008,Existing Customer,0.1496,0,Low,1,High-Utilization Credit Revolvers,-0.746,0.919,49,F,1803,49,1,3,3414.0,1473,0.431
709918158,Existing Customer,0.6096,1,High,2,Disengaged & Underutilized (At-Risk),-0.861,-0.867,43,M,2028,51,6,1,12315.0,0,0.0
713350908,Existing Customer,0.0594,0,Low,1,High-Utilization Credit Revolvers,-0.862,1.005,41,F,3636,68,3,3,2690.0,1912,0.711
715759458,Existing Customer,0.0823,0,Low,0,Accelerating Growth Customers,-0.222,-0.232,43,M,4066,74,2,4,12165.0,0,0.0
713976258,Existing Customer,0.0652,0,Low,0,Accelerating Growth Customers,-0.551,1.664,51,F,3102,63,1,3,1792.0,989,0.552
790174608,Existing Customer,0.0156,0,Low,2,Disengaged & Underutilized (At-Risk),-0.236,-0.684,37,M,2660,70,3,2,19300.0,1181,0.061
771335358,Existing Customer,0.429,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.589,-0.425,37,M,3161,54,3,4,8120.0,2098,0.258
708382083,Existing Customer,0.1379,0,Low,2,Disengaged & Underutilized (At-Risk),-0.937,-0.057,49,M,2584,60,2,2,2292.0,0,0.0
771829758,Existing Customer,0.4316,0,Medium,2,Disengaged & Underutilized (At-Risk),-1.187,-1.817,36,M,2143,46,3,3,21434.0,1345,0.063
767333808,Existing Customer,0.6157,1,High,2,Disengaged & Underutilized (At-Risk),-0.264,-0.762,50,F,4929,74,3,4,3424.0,0,0.0
721385433,Existing Customer,0.6342,1,High,2,Disengaged & Underutilized (At-Risk),-1.622,-0.793,64,M,1662,39,3,4,2787.0,1201,0.431
794293908,Existing Customer,0.0546,0,Low,0,Accelerating Growth Customers,0.142,0.543,36,F,2847,67,2,3,8696.0,1482,0.17
720409608,Existing Customer,0.1681,0,Low,2,Disengaged & Underutilized (At-Risk),-1.05,-2.158,45,M,1717,39,2,3,32446.0,1974,0.061
717830583,Existing Customer,0.0034,0,Low,2,Disengaged & Underutilized (At-Risk),-0.125,-0.356,41,M,4101,88,3,3,9133.0,2140,0.234
715455708,Existing Customer,0.3654,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.66,0.201,47,M,2361,49,3,2,5116.0,1468,0.287
719108358,Existing Customer,0.0049,0,Low,0,Accelerating Growth Customers,0.08,1.052,39,M,2783,56,2,1,18974.0,2517,0.133
769323183,Existing Customer,0.1479,0,Low,2,Disengaged & Underutilized (At-Risk),-1.382,-0.395,51,M,2086,44,2,3,12101.0,2517,0.208
820020258,Existing Customer,0.8893,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.888,-1.17,55,F,1778,40,3,4,5379.0,962,0.179
719234883,Existing Customer,0.0058,0,Low,2,Disengaged & Underutilized (At-Risk),0.868,-1.549,57,M,3990,88,3,3,32676.0,2134,0.065
807349158,Existing Customer,0.1258,0,Low,2,Disengaged & Underutilized (At-Risk),0.094,-1.584,36,M,2243,60,3,4,34516.0,1491,0.043
710799783,Existing Customer,0.1934,0,Low,0,Accelerating Growth Customers,-0.328,-0.232,35,M,3143,60,3,4,15202.0,1779,0.117
778456983,Existing Customer,0.6524,1,High,1,High-Utilization Credit Revolvers,-1.85,-0.61,38,F,1823,49,3,3,2222.0,1205,0.542
708644208,Existing Customer,0.1181,0,Low,2,Disengaged & Underutilized (At-Risk),-0.324,-0.62,39,F,3355,77,2,4,5858.0,0,0.0
711659958,Existing Customer,0.057,0,Low,1,High-Utilization Credit Revolvers,-1.342,1.625,65,F,1594,36,2,1,2692.0,1869,0.694
798988983,Existing Customer,0.0046,0,Low,1,High-Utilization Credit Revolvers,-0.22,0.814,51,F,3553,78,3,2,7165.0,2037,0.284
710760258,Existing Customer,0.2287,0,Low,2,Disengaged & Underutilized (At-Risk),0.18,0.027,50,F,4740,81,3,4,1438.3,0,0.0
799700208,Existing Customer,0.0042,0,Low,0,Accelerating Growth Customers,0.7,-0.452,38,M,3732,70,1,1,26988.0,1587,0.059
772401933,Existing Customer,0.5048,1,High,2,Disengaged & Underutilized (At-Risk),0.064,0.165,36,F,3569,62,3,2,2517.0,0,0.0
787460883,Attrited Customer,0.9643,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.512,-2.508,41,M,1234,34,3,4,11091.0,0,0.0
770937183,Existing Customer,0.0032,0,Low,0,Accelerating Growth Customers,0.957,0.539,40,F,3502,87,1,2,10745.0,2084,0.194
715468083,Existing Customer,0.2036,0,Low,2,Disengaged & Underutilized (At-Risk),0.455,-2.685,40,F,3146,66,2,4,34516.0,1686,0.049
807161508,Existing Customer,0.1691,0,Low,1,High-Utilization Credit Revolvers,-1.61,0.573,26,M,2804,52,3,2,2590.0,1748,0.675
772268058,Existing Customer,0.0763,0,Low,1,High-Utilization Credit Revolvers,-0.779,0.768,46,F,3129,69,2,3,2722.0,1473,0.541
710166783,Existing Customer,0.0305,0,Low,2,Disengaged & Underutilized (At-Risk),1.06,0.234,49,F,4277,80,3,0,8228.0,0,0.0
804820233,Existing Customer,0.0243,0,Low,2,Disengaged & Underutilized (At-Risk),-0.664,-0.32,38,M,2763,62,3,2,11777.0,1781,0.151
708758658,Existing Customer,0.0043,0,Low,2,Disengaged & Underutilized (At-Risk),1.102,-1.102,49,M,3951,76,1,1,34516.0,543,0.016
714011358,Existing Customer,0.1599,0,Low,2,Disengaged & Underutilized (At-Risk),-0.453,-1.241,38,M,2876,60,1,3,14821.0,0,0.0
712401033,Existing Customer,0.0294,0,Low,1,High-Utilization Credit Revolvers,-0.79,1.455,36,M,2186,59,3,1,1438.3,928,0.645
771212508,Existing Customer,0.0037,0,Low,2,Disengaged & Underutilized (At-Risk),-0.279,0.384,34,F,2825,93,3,4,6131.0,1270,0.207
821150958,Existing Customer,0.0717,0,Low,1,High-Utilization Credit Revolvers,0.092,0.489,52,M,3452,66,1,1,2047.0,665,0.325
792272658,Existing Customer,0.1633,0,Low,2,Disengaged & Underutilized (At-Risk),0.531,-1.23,40,M,3756,73,3,4,22380.0,1220,0.055
809818008,Existing Customer,0.5923,1,High,2,Disengaged & Underutilized (At-Risk),-0.736,-1.994,36,M,2300,60,3,5,12893.0,1620,0.126
803231058,Existing Customer,0.0278,0,Low,1,High-Utilization Credit Revolvers,-0.27,0.503,53,M,4294,66,1,1,3351.0,1474,0.44
715698633,Existing Customer,0.0302,0,Low,1,High-Utilization Credit Revolvers,-0.365,0.64,40,F,2341,57,1,1,5093.0,2376,0.467
720450108,Existing Customer,0.1521,0,Low,2,Disengaged & Underutilized (At-Risk),-1.336,-0.434,54,M,1585,37,1,1,1438.3,0,0.0
719076858,Existing Customer,0.0006,0,Low,1,High-Utilization Credit Revolvers,-0.462,2.325,34,M,2651,81,1,2,2165.0,1952,0.902
720016308,Existing Customer,0.0226,0,Low,1,High-Utilization Credit Revolvers,-0.077,1.325,62,F,4199,77,2,2,1927.0,1319,0.684
712443558,Existing Customer,0.0271,0,Low,2,Disengaged & Underutilized (At-Risk),-0.387,-1.039,39,F,1994,57,1,1,22125.0,0,0.0
711835758,Existing Customer,0.9477,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.077,-3.766,50,M,1756,35,5,3,34516.0,2099,0.061
709284333,Existing Customer,0.0325,0,Low,2,Disengaged & Underutilized (At-Risk),-0.875,0.33,36,M,2546,62,3,2,5260.0,1116,0.212
788122533,Existing Customer,0.3355,0,Medium,2,Disengaged & Underutilized (At-Risk),-1.772,0.058,56,F,1336,32,2,2,1438.3,0,0.0
709206333,Attrited Customer,0.9872,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.422,-1.842,44,F,1558,40,4,4,4333.0,0,0.0
713039808,Existing Customer,0.2388,0,Low,2,Disengaged & Underutilized (At-Risk),-0.465,-0.686,45,M,1801,48,2,1,6637.0,0,0.0
801700233,Existing Customer,0.0034,0,Low,1,High-Utilization Credit Revolvers,-0.112,1.862,36,M,3140,74,3,0,3174.0,2462,0.776
716815308,Existing Customer,0.1198,0,Low,0,Accelerating Growth Customers,-0.349,0.965,44,F,3942,69,2,5,4396.0,1489,0.339
821149008,Attrited Customer,0.5775,1,High,2,Disengaged & Underutilized (At-Risk),-1.171,-2.916,52,M,1661,40,2,4,34516.0,0,0.0
720580383,Existing Customer,0.1073,0,Low,2,Disengaged & Underutilized (At-Risk),0.287,0.032,50,F,3637,80,2,4,1438.3,0,0.0
780202908,Existing Customer,0.4254,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.4,-1.146,53,F,2833,70,3,4,6853.0,1480,0.216
787504158,Existing Customer,0.2933,0,Medium,1,High-Utilization Credit Revolvers,-1.709,0.814,36,F,1755,42,3,2,2570.0,2230,0.868
716183283,Existing Customer,0.0232,0,Low,0,Accelerating Growth Customers,-0.342,1.562,27,F,3563,70,3,2,2166.0,890,0.411
824168808,Existing Customer,0.6412,1,High,2,Disengaged & Underutilized (At-Risk),-1.224,-0.534,31,F,2271,60,6,3,3647.0,1480,0.406
712936908,Existing Customer,0.0009,0,Low,2,Disengaged & Underutilized (At-Risk),1.0,0.273,36,M,2969,88,1,1,11684.0,1786,0.153
719855958,Existing Customer,0.1348,0,Low,2,Disengaged & Underutilized (At-Risk),-0.777,-0.481,41,M,3367,66,1,4,4475.0,0,0.0
710112933,Existing Customer,0.0183,0,Low,0,Accelerating Growth Customers,-0.578,-0.326,28,M,2580,61,3,2,16604.0,1716,0.103
768364233,Existing Customer,0.5841,1,High,2,Disengaged & Underutilized (At-Risk),-2.56,-1.205,59,M,1505,33,2,5,5446.0,1885,0.346
771725808,Existing Customer,0.0955,0,Low,2,Disengaged & Underutilized (At-Risk),0.142,-1.737,43,M,3395,71,1,4,28700.0,769,0.027
780686358,Existing Customer,0.0572,0,Low,1,High-Utilization Credit Revolvers,-0.12,1.032,41,M,3798,58,1,1,2888.0,1676,0.58
712762758,Existing Customer,0.0011,0,Low,1,High-Utilization Credit Revolvers,0.69,0.616,46,M,3179,79,2,0,9451.0,1280,0.135
714392808,Existing Customer,0.6136,1,High,2,Disengaged & Underutilized (At-Risk),-0.229,-1.105,51,M,3504,62,4,5,13933.0,1019,0.073
713089458,Existing Customer,0.0117,0,Low,2,Disengaged & Underutilized (At-Risk),-0.085,-0.16,44,M,3411,78,2,2,6130.0,808,0.132
826780683,Existing Customer,0.0042,0,Low,2,Disengaged & Underutilized (At-Risk),0.357,-0.408,40,M,3943,85,2,2,15008.0,0,0.0
780251658,Existing Customer,0.0281,0,Low,1,High-Utilization Credit Revolvers,-0.859,0.337,32,M,2395,57,1,4,4583.0,1586,0.346
772273983,Attrited Customer,0.9587,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.018,-1.0,48,M,2138,40,3,4,5268.0,2191,0.416
737944908,Existing Customer,0.3333,0,Medium,2,Disengaged & Underutilized (At-Risk),-1.06,-1.288,58,M,1599,36,2,2,14976.0,1463,0.098
720688158,Existing Customer,0.4551,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.296,-0.695,37,F,2751,68,2,4,2282.0,0,0.0
719902908,Attrited Customer,0.9836,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.587,-2.227,51,M,1434,31,3,3,5130.0,0,0.0
771682533,Existing Customer,0.1286,0,Low,2,Disengaged & Underutilized (At-Risk),0.253,-0.219,43,F,3928,75,3,2,5702.0,0,0.0
708193008,Existing Customer,0.8934,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.904,-1.67,41,M,1616,43,3,4,14480.0,0,0.0
772449858,Existing Customer,0.1368,0,Low,2,Disengaged & Underutilized (At-Risk),-0.516,-0.367,51,M,3849,70,3,4,7570.0,1388,0.183
715992558,Existing Customer,0.0341,0,Low,2,Disengaged & Underutilized (At-Risk),-0.412,-0.818,52,M,1968,59,2,2,12878.0,1628,0.126
708502908,Existing Customer,0.0111,0,Low,2,Disengaged & Underutilized (At-Risk),0.809,-1.222,61,M,3925,88,2,3,26218.0,0,0.0
720132258,Existing Customer,0.0524,0,Low,2,Disengaged & Underutilized (At-Risk),0.068,-2.167,49,M,3422,78,1,5,34516.0,1323,0.038
708704433,Existing Customer,0.0037,0,Low,0,Accelerating Growth Customers,-0.845,2.649,36,F,2812,77,3,4,2804.0,2090,0.745
720906033,Existing Customer,0.2695,0,Medium,0,Accelerating Growth Customers,-1.053,0.448,35,M,2987,52,4,4,5801.0,1176,0.203
719961183,Existing Customer,0.5239,1,High,1,High-Utilization Credit Revolvers,-2.022,0.044,63,F,1550,33,3,2,2271.0,1278,0.563
718838808,Existing Customer,0.052,0,Low,0,Accelerating Growth Customers,-1.394,2.88,36,F,2720,48,3,3,3107.0,2354,0.758
710268858,Existing Customer,0.0006,0,Low,1,High-Utilization Credit Revolvers,0.164,1.505,33,F,3162,99,1,2,2001.0,1217,0.608
788360283,Existing Customer,0.0641,0,Low,2,Disengaged & Underutilized (At-Risk),-0.242,0.345,33,M,2557,55,1,0,1438.3,0,0.0
717914808,Existing Customer,0.4524,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.506,-0.218,65,M,4044,66,3,5,4465.0,703,0.157
802884933,Existing Customer,0.3931,0,Medium,2,Disengaged & Underutilized (At-Risk),-2.211,0.03,61,M,1665,32,2,3,3264.0,1348,0.413
714436383,Existing Customer,0.3357,0,Medium,2,Disengaged & Underutilized (At-Risk),0.647,-2.215,44,M,4222,75,3,2,26856.0,0,0.0
718785483,Existing Customer,0.0061,0,Low,0,Accelerating Growth Customers,0.777,-0.982,38,M,4238,85,3,3,34516.0,1435,0.042
708816408,Existing Customer,0.7558,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.036,-1.91,41,M,3063,71,6,3,21756.0,0,0.0
715363908,Existing Customer,0.0534,0,Low,1,High-Utilization Credit Revolvers,-0.131,0.008,44,F,3658,70,1,2,4726.0,1551,0.328
709163358,Attrited Customer,0.979,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.558,-3.497,41,M,1727,35,3,4,34516.0,2517,0.073
827643858,Existing Customer,0.259,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.713,-0.599,45,F,3212,64,2,2,5596.0,0,0.0
711251133,Existing Customer,0.1948,0,Low,0,Accelerating Growth Customers,-0.3,0.14,37,M,2990,55,2,3,15326.0,0,0.0
716896833,Existing Customer,0.7847,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.022,-0.994,51,M,1976,35,1,4,11373.0,1319,0.116
789193383,Existing Customer,0.0661,0,Low,1,High-Utilization Credit Revolvers,-0.552,0.468,65,M,3495,70,1,5,2644.0,1691,0.64
712801758,Existing Customer,0.0059,0,Low,1,High-Utilization Credit Revolvers,-1.157,1.982,37,F,3052,63,1,2,2673.0,2517,0.942
719836083,Existing Customer,0.9355,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.554,-2.145,54,M,1543,34,4,2,7477.0,1752,0.234
718291233,Existing Customer,0.1212,0,Low,2,Disengaged & Underutilized (At-Risk),-0.044,-1.43,46,M,4314,67,1,3,16227.0,917,0.057
718682883,Existing Customer,0.0158,0,Low,2,Disengaged & Underutilized (At-Risk),1.075,-0.168,41,M,4478,76,3,1,19110.0,2449,0.128
771503958,Existing Customer,0.0274,0,Low,1,High-Utilization Credit Revolvers,-0.442,0.322,49,M,4089,72,1,3,2993.0,1265,0.423
771960708,Existing Customer,0.0087,0,Low,1,High-Utilization Credit Revolvers,-0.161,1.126,51,M,3591,80,2,4,3290.0,2461,0.748
717427983,Existing Customer,0.156,0,Low,2,Disengaged & Underutilized (At-Risk),-0.534,-0.348,50,F,2682,64,3,4,11176.0,2422,0.217
712737108,Existing Customer,0.0393,0,Low,2,Disengaged & Underutilized (At-Risk),0.887,-0.714,48,F,4221,75,1,2,21416.0,0,0.0
771599283,Existing Customer,0.7177,1,High,1,High-Utilization Credit Revolvers,-1.838,0.513,53,M,1606,32,2,5,2492.0,1668,0.669
717237708,Existing Customer,0.6836,1,High,2,Disengaged & Underutilized (At-Risk),-0.165,-0.805,54,M,3982,58,3,5,14265.0,1878,0.132
710703708,Existing Customer,0.392,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.745,-1.457,46,F,2961,56,3,2,16985.0,968,0.057
712513458,Existing Customer,0.1231,0,Low,2,Disengaged & Underutilized (At-Risk),-0.374,-0.176,47,F,3150,70,1,4,7469.0,1899,0.254
709690158,Existing Customer,0.1102,0,Low,1,High-Utilization Credit Revolvers,-1.992,0.594,52,F,1470,33,1,2,4592.0,2517,0.548
709959858,Existing Customer,0.8354,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.011,-1.166,43,F,3825,63,3,4,4341.0,0,0.0
720683958,Existing Customer,0.1981,0,Low,2,Disengaged & Underutilized (At-Risk),0.398,-1.662,41,M,4077,67,2,2,34516.0,0,0.0
780704358,Existing Customer,0.0598,0,Low,2,Disengaged & Underutilized (At-Risk),1.027,-1.181,34,M,4014,73,3,0,27710.0,0,0.0
717843783,Existing Customer,0.0279,0,Low,2,Disengaged & Underutilized (At-Risk),-0.08,-0.809,33,F,2338,71,3,2,13431.0,1583,0.118
718318383,Existing Customer,0.1712,0,Low,1,High-Utilization Credit Revolvers,-1.117,0.231,49,M,4251,69,3,4,2645.0,1499,0.567
708849858,Existing Customer,0.151,0,Low,2,Disengaged & Underutilized (At-Risk),-0.085,-1.299,44,M,3683,73,1,5,14028.0,1435,0.102
712652283,Existing Customer,0.011,0,Low,0,Accelerating Growth Customers,0.818,-1.331,36,M,3030,74,1,3,34516.0,774,0.022
793461933,Existing Customer,0.2912,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.677,-0.078,37,M,2835,57,2,4,5699.0,1006,0.177
720084183,Existing Customer,0.1449,0,Low,2,Disengaged & Underutilized (At-Risk),-0.221,-1.338,46,M,3018,75,2,4,16284.0,0,0.0
767114958,Existing Customer,0.0115,0,Low,1,High-Utilization Credit Revolvers,-0.365,1.445,65,M,3250,70,2,2,3226.0,2073,0.643
709216533,Existing Customer,0.2803,0,Medium,2,Disengaged & Underutilized (At-Risk),-1.305,-0.576,52,M,3142,64,3,4,2803.0,778,0.278
720897783,Existing Customer,0.0971,0,Low,2,Disengaged & Underutilized (At-Risk),-0.582,-2.52,50,M,2776,59,2,5,34516.0,2010,0.058
773503308,Existing Customer,0.0686,0,Low,1,High-Utilization Credit Revolvers,-0.78,0.823,59,M,4010,79,5,4,2192.0,1569,0.716
719963433,Existing Customer,0.0046,0,Low,0,Accelerating Growth Customers,0.865,2.124,37,F,3676,77,2,2,8318.0,1945,0.234
708139833,Attrited Customer,0.8741,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.111,-1.446,40,M,2323,44,2,3,6391.0,0,0.0
710664558,Existing Customer,0.1042,0,Low,2,Disengaged & Underutilized (At-Risk),-0.433,-0.087,40,F,3927,73,2,4,4736.0,945,0.2
713687508,Existing Customer,0.0984,0,Low,2,Disengaged & Underutilized (At-Risk),-0.627,-1.029,59,M,3159,69,2,4,9944.0,1606,0.162
816312633,Existing Customer,0.3022,0,Medium,2,Disengaged & Underutilized (At-Risk),-1.158,-1.435,52,F,2349,66,3,3,4717.0,0,0.0
712019883,Existing Customer,0.0885,0,Low,2,Disengaged & Underutilized (At-Risk),-0.263,-0.488,43,F,3337,69,3,3,12778.0,1528,0.12
718216008,Existing Customer,0.1016,0,Low,2,Disengaged & Underutilized (At-Risk),-0.522,-1.444,48,M,3275,60,2,3,16920.0,2157,0.127
718345233,Existing Customer,0.4027,0,Medium,1,High-Utilization Credit Revolvers,-2.226,0.55,45,F,1904,41,3,3,3240.0,2517,0.777
771228183,Existing Customer,0.0033,0,Low,0,Accelerating Growth Customers,0.555,0.816,30,F,3294,87,1,3,4704.0,0,0.0
789430083,Existing Customer,0.006,0,Low,2,Disengaged & Underutilized (At-Risk),0.45,0.023,41,F,4470,83,1,2,14987.0,1425,0.095
779524833,Existing Customer,0.2583,0,Medium,1,High-Utilization Credit Revolvers,-0.623,0.701,51,M,3640,59,3,3,3554.0,1563,0.44
823621083,Existing Customer,0.1852,0,Low,2,Disengaged & Underutilized (At-Risk),0.17,-0.776,46,M,3948,74,3,4,9227.0,938,0.102
715563558,Existing Customer,0.0217,0,Low,0,Accelerating Growth Customers,0.173,1.294,50,M,2533,62,3,2,7522.0,1057,0.141
715424283,Existing Customer,0.3377,0,Medium,0,Accelerating Growth Customers,-0.731,0.761,31,F,3059,50,2,2,1677.0,0,0.0
807209808,Existing Customer,0.0112,0,Low,1,High-Utilization Credit Revolvers,-0.852,1.532,48,M,3739,68,2,2,2319.0,1630,0.703
716578158,Existing Customer,0.373,0,Medium,0,Accelerating Growth Customers,-1.704,1.317,39,F,3205,49,2,5,2722.0,1592,0.585
708911508,Existing Customer,0.2918,0,Medium,2,Disengaged & Underutilized (At-Risk),0.156,-0.139,50,F,3446,71,3,2,2046.0,0,0.0
717332733,Existing Customer,0.0305,0,Low,2,Disengaged & Underutilized (At-Risk),0.497,-1.559,47,M,2851,80,2,4,34516.0,0,0.0
710681808,Existing Customer,0.1342,0,Low,2,Disengaged & Underutilized (At-Risk),-0.858,-0.666,53,M,2484,52,3,3,18531.0,1548,0.084
708740808,Existing Customer,0.2719,0,Medium,0,Accelerating Growth Customers,-0.77,0.347,45,M,2949,54,3,4,4112.0,0,0.0
711728208,Existing Customer,0.1177,0,Low,2,Disengaged & Underutilized (At-Risk),0.96,-1.466,46,M,4143,68,1,2,34516.0,0,0.0
720562008,Existing Customer,0.0918,0,Low,2,Disengaged & Underutilized (At-Risk),0.321,-2.169,34,M,2759,65,3,3,34516.0,1263,0.037
709012083,Existing Customer,0.3246,0,Medium,1,High-Utilization Credit Revolvers,-1.308,-0.077,39,M,2010,45,3,4,4683.0,2514,0.537
771073908,Existing Customer,0.8163,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.639,-1.222,62,M,1406,27,1,2,1438.3,0,0.0
718174908,Existing Customer,0.5283,1,High,1,High-Utilization Credit Revolvers,-1.614,0.919,53,F,1458,29,3,2,4224.0,2417,0.572
709550958,Existing Customer,0.3542,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.35,-1.277,51,M,2689,62,1,4,7133.0,0,0.0
720411183,Existing Customer,0.0013,0,Low,0,Accelerating Growth Customers,0.041,1.605,34,F,3042,66,1,0,10253.0,1857,0.181
720776508,Existing Customer,0.4046,0,Medium,0,Accelerating Growth Customers,0.194,0.804,44,F,4248,65,3,2,4210.0,0,0.0
755615208,Existing Customer,0.1539,0,Low,2,Disengaged & Underutilized (At-Risk),-0.125,-0.314,49,M,4084,66,3,2,12630.0,1822,0.144
708147108,Existing Customer,0.0019,0,Low,2,Disengaged & Underutilized (At-Risk),-0.43,-1.193,26,M,2309,71,1,3,21084.0,2517,0.119
827476983,Attrited Customer,0.7687,1,Critical,1,High-Utilization Credit Revolvers,-1.282,-0.111,56,F,1865,42,5,1,3639.0,2178,0.599
716682258,Existing Customer,0.4668,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.003,-2.464,52,M,3650,62,3,5,31945.0,1591,0.05
708563433,Attrited Customer,0.9894,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.483,-0.947,65,F,1616,32,6,3,5894.0,477,0.081
772277508,Existing Customer,0.3817,0,Medium,0,Accelerating Growth Customers,-0.288,1.025,65,F,3292,52,2,2,2209.0,0,0.0
712515558,Existing Customer,0.0204,0,Low,2,Disengaged & Underutilized (At-Risk),0.551,-1.707,35,M,2834,77,2,3,23447.0,1515,0.065
719342808,Existing Customer,0.0643,0,Low,2,Disengaged & Underutilized (At-Risk),0.008,0.002,48,M,3750,76,2,3,4180.0,688,0.165
788957358,Existing Customer,0.0306,0,Low,1,High-Utilization Credit Revolvers,0.355,0.851,53,F,4224,77,3,2,4930.0,2227,0.452
778386033,Existing Customer,0.813,1,Critical,2,Disengaged & Underutilized (At-Risk),-2.341,-0.173,38,M,2068,34,3,4,3417.0,1749,0.512
820060758,Existing Customer,0.4896,0,Medium,1,High-Utilization Credit Revolvers,-0.786,-0.059,50,F,3651,59,2,4,4785.0,1965,0.411
713271708,Existing Customer,0.1144,0,Low,2,Disengaged & Underutilized (At-Risk),0.215,-0.958,46,M,4454,74,2,2,12685.0,0,0.0
720555483,Existing Customer,0.22,0,Low,2,Disengaged & Underutilized (At-Risk),0.788,-1.673,48,M,4100,79,3,3,21374.0,0,0.0
709405758,Existing Customer,0.3876,0,Medium,1,High-Utilization Credit Revolvers,-1.565,-0.506,36,M,1965,49,3,2,1911.0,1217,0.637
769463433,Existing Customer,0.2784,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.403,-0.761,41,F,3593,71,3,2,8666.0,0,0.0
786087633,Existing Customer,0.0209,0,Low,1,High-Utilization Credit Revolvers,-1.449,1.54,60,M,1650,34,1,0,2759.0,2501,0.906
738627708,Attrited Customer,0.9267,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.648,-1.539,49,F,1838,42,3,4,5984.0,0,0.0
719527833,Existing Customer,0.0894,0,Low,0,Accelerating Growth Customers,-0.042,-0.762,45,F,3886,70,3,3,23000.0,1097,0.048
715921758,Existing Customer,0.1212,0,Low,2,Disengaged & Underutilized (At-Risk),-0.567,-0.556,36,M,2882,68,3,2,1438.3,0,0.0
717280158,Existing Customer,0.3529,0,Medium,1,High-Utilization Credit Revolvers,-0.909,0.231,49,M,3332,60,3,5,2976.0,1817,0.611
714179658,Existing Customer,0.602,1,High,2,Disengaged & Underutilized (At-Risk),0.041,-2.324,43,M,1996,48,1,3,34516.0,0,0.0
806637558,Existing Customer,0.6624,1,High,2,Disengaged & Underutilized (At-Risk),-1.971,-1.572,58,M,1539,40,2,5,1438.3,0,0.0
714828708,Existing Customer,0.0273,0,Low,2,Disengaged & Underutilized (At-Risk),0.787,-1.367,46,M,3656,88,1,4,16099.0,0,0.0
711989358,Existing Customer,0.0627,0,Low,0,Accelerating Growth Customers,0.49,-0.328,50,M,3811,62,2,1,19595.0,1187,0.061
720188508,Existing Customer,0.3547,0,Medium,2,Disengaged & Underutilized (At-Risk),0.066,-1.007,43,M,4071,64,2,4,13193.0,1749,0.133
719528958,Existing Customer,0.1004,0,Low,2,Disengaged & Underutilized (At-Risk),0.387,0.062,57,F,4134,71,1,3,8184.0,1508,0.184
713110908,Existing Customer,0.6901,1,High,1,High-Utilization Credit Revolvers,-1.897,-0.048,30,M,1719,45,6,5,2607.0,1966,0.754
721179708,Existing Customer,0.4297,0,Medium,2,Disengaged & Underutilized (At-Risk),0.017,-1.562,48,F,4422,76,2,3,5758.0,0,0.0
716363658,Existing Customer,0.1128,0,Low,2,Disengaged & Underutilized (At-Risk),0.525,-1.941,51,M,3920,84,2,5,25873.0,582,0.022
